seed,action,scenario,estimate,est_correct,delta
1234,0,correct,-0.004324418651399833,-0.004324418651399833,0.0
1234,0,m_miss,-0.004632362957521454,-0.004324418651399833,-0.00030794430612162034
1234,0,e_miss,-0.004345538067858948,-0.004324418651399833,-2.111941645911459e-05
1234,0,both_miss,-0.007915337813380104,-0.004324418651399833,-0.003590919161980271
1234,1,correct,-0.005608041628636292,-0.005608041628636292,0.0
1234,1,m_miss,-0.005886967231552893,-0.005608041628636292,-0.00027892560291660137
1234,1,e_miss,-0.005538296099995804,-0.005608041628636292,6.974552864048768e-05
1234,1,both_miss,-0.004358100076420567,-0.005608041628636292,0.0012499415522157246
1234,2,correct,-0.004870594633438888,-0.004870594633438888,0.0
1234,2,m_miss,-0.004565296749645445,-0.004870594633438888,0.0003052978837934433
1234,2,e_miss,-0.0049930109748619845,-0.004870594633438888,-0.00012241634142309658
1234,2,both_miss,-0.0033594857631166325,-0.004870594633438888,0.0015111088703222554
1234,3,correct,-0.005649335181750125,-0.005649335181750125,0.0
1234,3,m_miss,-0.00460287346498087,-0.005649335181750125,0.0010464617167692545
1234,3,e_miss,-0.006033428381495397,-0.005649335181750125,-0.0003840931997452727
1234,3,both_miss,-0.0029558986337159133,-0.005649335181750125,0.0026934365480342113
1234,4,correct,-0.004527801138549045,-0.004527801138549045,0.0
1234,4,m_miss,-0.004505712319559963,-0.004527801138549045,2.208881898908225e-05
1234,4,e_miss,-0.004246102033107793,-0.004527801138549045,0.0002816991054412519
1234,4,both_miss,-0.0065792812476953965,-0.004527801138549045,-0.0020514801091463513
1235,0,correct,-0.006718668324578633,-0.006718668324578633,0.0
1235,0,m_miss,-0.00617008878476274,-0.006718668324578633,0.0005485795398158929
1235,0,e_miss,-0.006015847960170795,-0.006718668324578633,0.0007028203644078379
1235,0,both_miss,-0.00777923346280337,-0.006718668324578633,-0.0010605651382247375
1235,1,correct,-0.005607501163016736,-0.005607501163016736,0.0
1235,1,m_miss,-0.006460977849536775,-0.005607501163016736,-0.0008534766865200384
1235,1,e_miss,-0.005352739780399963,-0.005607501163016736,0.0002547613826167734
1235,1,both_miss,-0.006141873275971592,-0.005607501163016736,-0.0005343721129548555
1235,2,correct,-0.0053880650800366275,-0.0053880650800366275,0.0
1235,2,m_miss,-0.005703529685906434,-0.0053880650800366275,-0.00031546460586980626
1235,2,e_miss,-0.00533168676089952,-0.0053880650800366275,5.637831913710752e-05
1235,2,both_miss,-0.0031011534038767694,-0.0053880650800366275,0.002286911676159858
1235,3,correct,-0.005199955486409184,-0.005199955486409184,0.0
1235,3,m_miss,-0.004969043931737885,-0.005199955486409184,0.00023091155467129879
1235,3,e_miss,-0.005092976194061511,-0.005199955486409184,0.00010697929234767308
1235,3,both_miss,-0.003990939044085886,-0.005199955486409184,0.001209016442323298
1235,4,correct,-0.005901584803644739,-0.005901584803644739,0.0
1235,4,m_miss,-0.00634397407732784,-0.005901584803644739,-0.000442389273683101
1235,4,e_miss,-0.0059334231422138875,-0.005901584803644739,-3.183833856914859e-05
1235,4,both_miss,-0.008846600530261178,-0.005901584803644739,-0.0029450157266164394
1236,0,correct,-0.00511276466224718,-0.00511276466224718,0.0
1236,0,m_miss,-0.004884761807971146,-0.00511276466224718,0.00022800285427603418
1236,0,e_miss,-0.005062406486228418,-0.00511276466224718,5.035817601876241e-05
1236,0,both_miss,-0.007513695895884497,-0.00511276466224718,-0.0024009312336373163
1236,1,correct,-0.0054894385313793434,-0.0054894385313793434,0.0
1236,1,m_miss,-0.00551632328003881,-0.0054894385313793434,-2.6884748659466474e-05
1236,1,e_miss,-0.005272349159049636,-0.0054894385313793434,0.00021708937232970717
1236,1,both_miss,-0.00508349428207682,-0.0054894385313793434,0.00040594424930252317
1236,2,correct,-0.004923410942773061,-0.004923410942773061,0.0
1236,2,m_miss,-0.0047076275658298646,-0.004923410942773061,0.00021578337694319605
1236,2,e_miss,-0.005047972955947156,-0.004923410942773061,-0.00012456201317409543
1236,2,both_miss,-0.002480746277601966,-0.004923410942773061,0.0024426646651710946
1236,3,correct,-0.00563727243942488,-0.00563727243942488,0.0
1236,3,m_miss,-0.00634221222869956,-0.00563727243942488,-0.0007049397892746802
1236,3,e_miss,-0.005711050390832687,-0.00563727243942488,-7.377795140780727e-05
1236,3,both_miss,-0.0024164660413207605,-0.00563727243942488,0.0032208063981041192
1236,4,correct,-0.004706961174806092,-0.004706961174806092,0.0
1236,4,m_miss,-0.004917624000378747,-0.004706961174806092,-0.00021066282557265486
1236,4,e_miss,-0.004942606522200491,-0.004706961174806092,-0.00023564534739439844
1236,4,both_miss,-0.0072360735208542625,-0.004706961174806092,-0.00252911234604817
1237,0,correct,-0.003097634608386338,-0.003097634608386338,0.0
1237,0,m_miss,-0.003266944087300641,-0.003097634608386338,-0.00016930947891430305
1237,0,e_miss,-0.0037419020920030277,-0.003097634608386338,-0.0006442674836166897
1237,0,both_miss,-0.00650765888771112,-0.003097634608386338,-0.0034100242793247823
1237,1,correct,-0.004812989490808619,-0.004812989490808619,0.0
1237,1,m_miss,-0.00449019065819983,-0.004812989490808619,0.00032279883260878835
1237,1,e_miss,-0.004466171357255152,-0.004812989490808619,0.0003468181335534665
1237,1,both_miss,-0.004564230247451352,-0.004812989490808619,0.00024875924335726694
1237,2,correct,-0.004935352322609683,-0.004935352322609683,0.0
1237,2,m_miss,-0.005029689247193932,-0.004935352322609683,-9.433692458424899e-05
1237,2,e_miss,-0.005119953918324961,-0.004935352322609683,-0.00018460159571527784
1237,2,both_miss,-0.003473661507724392,-0.004935352322609683,0.0014616908148852915
1237,3,correct,-0.006339431189484668,-0.006339431189484668,0.0
1237,3,m_miss,-0.006143089678150164,-0.006339431189484668,0.0001963415113345043
1237,3,e_miss,-0.006287553272889104,-0.006339431189484668,5.187791659556386e-05
1237,3,both_miss,-0.0031630593195926607,-0.006339431189484668,0.0031763718698920073
1237,4,correct,-0.003811683979678188,-0.003811683979678188,0.0
1237,4,m_miss,-0.002476828519009649,-0.003811683979678188,0.0013348554606685391
1237,4,e_miss,-0.004069593487763528,-0.003811683979678188,-0.00025790950808534004
1237,4,both_miss,-0.006883227016623759,-0.003811683979678188,-0.003071543036945571
1238,0,correct,-0.004334909571317148,-0.004334909571317148,0.0
1238,0,m_miss,-0.004848427067551147,-0.004334909571317148,-0.000513517496233999
1238,0,e_miss,-0.004532125884709787,-0.004334909571317148,-0.00019721631339263915
1238,0,both_miss,-0.008503776055964536,-0.004334909571317148,-0.004168866484647388
1238,1,correct,-0.005767248538432931,-0.005767248538432931,0.0
1238,1,m_miss,-0.007717383066952812,-0.005767248538432931,-0.0019501345285198807
1238,1,e_miss,-0.005294205190678452,-0.005767248538432931,0.0004730433477544791
1238,1,both_miss,-0.005664277723147269,-0.005767248538432931,0.00010297081528566187
1238,2,correct,-0.00578958261052407,-0.00578958261052407,0.0
1238,2,m_miss,-0.006094234923785903,-0.00578958261052407,-0.000304652313261833
1238,2,e_miss,-0.005806684178879589,-0.00578958261052407,-1.7101568355519167e-05
1238,2,both_miss,-0.0023808517142302915,-0.00578958261052407,0.003408730896293779
1238,3,correct,-0.005989313897400839,-0.005989313897400839,0.0
1238,3,m_miss,-0.005667665840630826,-0.005989313897400839,0.00032164805677001307
1238,3,e_miss,-0.006094773093271936,-0.005989313897400839,-0.00010545919587109671
1238,3,both_miss,-0.0031307351828558684,-0.005989313897400839,0.0028585787145449706
1238,4,correct,-0.003917843270316797,-0.003917843270316797,0.0
1238,4,m_miss,-0.004360996784266868,-0.003917843270316797,-0.0004431535139500717
1238,4,e_miss,-0.003925671807076111,-0.003917843270316797,-7.828536759314601e-06
1238,4,both_miss,-0.005237526510669841,-0.003917843270316797,-0.0013196832403530442
1239,0,correct,-0.005066219473097282,-0.005066219473097282,0.0
1239,0,m_miss,-0.004912006095441228,-0.005066219473097282,0.00015421337765605427
1239,0,e_miss,-0.005034913159324577,-0.005066219473097282,3.130631377270491e-05
1239,0,both_miss,-0.006849286876734206,-0.005066219473097282,-0.0017830674036369235
1239,1,correct,-0.006702148054766012,-0.006702148054766012,0.0
1239,1,m_miss,-0.006602414187863054,-0.006702148054766012,9.973386690295769e-05
1239,1,e_miss,-0.006551966152597835,-0.006702148054766012,0.00015018190216817707
1239,1,both_miss,-0.00585286203645997,-0.006702148054766012,0.0008492860183060419
1239,2,correct,-0.005502817137655754,-0.005502817137655754,0.0
1239,2,m_miss,-0.005475113583909304,-0.005502817137655754,2.7703553746450185e-05
1239,2,e_miss,-0.005446742258126602,-0.005502817137655754,5.607487952915234e-05
1239,2,both_miss,-0.003953852771723286,-0.005502817137655754,0.0015489643659324683
1239,3,correct,-0.005561993333855996,-0.005561993333855996,0.0
1239,3,m_miss,-0.005743399510232957,-0.005561993333855996,-0.00018140617637696105
1239,3,e_miss,-0.005297790498883386,-0.005561993333855996,0.00026420283497261
1239,3,both_miss,-0.003316855952325877,-0.005561993333855996,0.002245137381530119
1239,4,correct,-0.006170749803471024,-0.006170749803471024,0.0
1239,4,m_miss,-0.006078362856604383,-0.006170749803471024,9.238694686664051e-05
1239,4,e_miss,-0.005890510252882424,-0.006170749803471024,0.0002802395505885997
1239,4,both_miss,-0.010847255814954266,-0.006170749803471024,-0.004676506011483242
1240,0,correct,-0.0036631267169202225,-0.0036631267169202225,0.0
1240,0,m_miss,-0.0034788738354019147,-0.0036631267169202225,0.00018425288151830777
1240,0,e_miss,-0.0039339707315774325,-0.0036631267169202225,-0.00027084401465721
1240,0,both_miss,-0.006336387782937311,-0.0036631267169202225,-0.0026732610660170886
1240,1,correct,-0.00476677758067571,-0.00476677758067571,0.0
1240,1,m_miss,-0.004386221421470229,-0.00476677758067571,0.00038055615920548017
1240,1,e_miss,-0.0053272335350200446,-0.00476677758067571,-0.000560455954344335
1240,1,both_miss,-0.005605839686995417,-0.00476677758067571,-0.0008390621063197072
1240,2,correct,-0.004486543080483596,-0.004486543080483596,0.0
1240,2,m_miss,-0.004841278720989842,-0.004486543080483596,-0.0003547356405062454
1240,2,e_miss,-0.004375220295621703,-0.004486543080483596,0.000111322784861893
1240,2,both_miss,-0.002312509848802479,-0.004486543080483596,0.002174033231681117
1240,3,correct,-0.005926708854884874,-0.005926708854884874,0.0
1240,3,m_miss,-0.006722330038391881,-0.005926708854884874,-0.0007956211835070072
1240,3,e_miss,-0.005485686706961747,-0.005926708854884874,0.000441022147923127
1240,3,both_miss,-0.0032736241764006507,-0.005926708854884874,0.0026530846784842232
1240,4,correct,-0.003367800093723394,-0.003367800093723394,0.0
1240,4,m_miss,-0.004212422887711569,-0.003367800093723394,-0.0008446227939881749
1240,4,e_miss,-0.003484219190123584,-0.003367800093723394,-0.00011641909640019033
1240,4,both_miss,-0.006774536133956409,-0.003367800093723394,-0.003406736040233015
1241,0,correct,-0.0046516059075405475,-0.0046516059075405475,0.0
1241,0,m_miss,-0.005257330718369787,-0.0046516059075405475,-0.0006057248108292399
1241,0,e_miss,-0.004520384071706824,-0.0046516059075405475,0.00013122183583372336
1241,0,both_miss,-0.007308670567032446,-0.0046516059075405475,-0.0026570646594918984
1241,1,correct,-0.005508963378749775,-0.005508963378749775,0.0
1241,1,m_miss,-0.0051390327534332,-0.005508963378749775,0.00036993062531657465
1241,1,e_miss,-0.005366717205117145,-0.005508963378749775,0.00014224617363263036
1241,1,both_miss,-0.004918738008780233,-0.005508963378749775,0.0005902253699695418
1241,2,correct,-0.0034381851779920645,-0.0034381851779920645,0.0
1241,2,m_miss,-0.0038841515018082427,-0.0034381851779920645,-0.0004459663238161782
1241,2,e_miss,-0.0034504503359156936,-0.0034381851779920645,-1.2265157923629054e-05
1241,2,both_miss,-0.0025976274570261356,-0.0034381851779920645,0.0008405577209659289
1241,3,correct,-0.005307120396885107,-0.005307120396885107,0.0
1241,3,m_miss,-0.0050540351696648405,-0.005307120396885107,0.00025308522722026616
1241,3,e_miss,-0.0054959904888508965,-0.005307120396885107,-0.00018887009196578985
1241,3,both_miss,-0.0038070882841345012,-0.005307120396885107,0.0015000321127506054
1241,4,correct,-0.0050954768278503254,-0.0050954768278503254,0.0
1241,4,m_miss,-0.005476098977075171,-0.0050954768278503254,-0.00038062214922484575
1241,4,e_miss,-0.005350238141303139,-0.0050954768278503254,-0.00025476131345281323
1241,4,both_miss,-0.006925001264539568,-0.0050954768278503254,-0.0018295244366892428
1242,0,correct,-0.004056700246704923,-0.004056700246704923,0.0
1242,0,m_miss,-0.00373484246743881,-0.004056700246704923,0.00032185777926611306
1242,0,e_miss,-0.004131673766633702,-0.004056700246704923,-7.497351992877873e-05
1242,0,both_miss,-0.00787339571120549,-0.004056700246704923,-0.0038166954645005675
1242,1,correct,-0.006210488666349897,-0.006210488666349897,0.0
1242,1,m_miss,-0.006765993424953206,-0.006210488666349897,-0.0005555047586033087
1242,1,e_miss,-0.0057376777258603354,-0.006210488666349897,0.0004728109404895618
1242,1,both_miss,-0.006795160213438287,-0.006210488666349897,-0.0005846715470883895
1242,2,correct,-0.005450808221558701,-0.005450808221558701,0.0
1242,2,m_miss,-0.005266452307323886,-0.005450808221558701,0.00018435591423481435
1242,2,e_miss,-0.005446305079577006,-0.005450808221558701,4.50314198169495e-06
1242,2,both_miss,-0.0029632853562436773,-0.005450808221558701,0.0024875228653150235
1242,3,correct,-0.00602880570942775,-0.00602880570942775,0.0
1242,3,m_miss,-0.0069922813702100765,-0.00602880570942775,-0.0009634756607823265
1242,3,e_miss,-0.006041910386442128,-0.00602880570942775,-1.3104677014377612e-05
1242,3,both_miss,-0.003918215838391439,-0.00602880570942775,0.002110589871036311
1242,4,correct,-0.003482643510913755,-0.003482643510913755,0.0
1242,4,m_miss,-0.003064294600441926,-0.003482643510913755,0.0004183489104718288
1242,4,e_miss,-0.0033991327661883424,-0.003482643510913755,8.35107447254126e-05
1242,4,both_miss,-0.004756379582859133,-0.003482643510913755,-0.0012737360719453782
1243,0,correct,-0.0051736913421965795,-0.0051736913421965795,0.0
1243,0,m_miss,-0.0055732295408302945,-0.0051736913421965795,-0.000399538198633715
1243,0,e_miss,-0.005189191207404381,-0.0051736913421965795,-1.5499865207801652e-05
1243,0,both_miss,-0.008692197977989981,-0.0051736913421965795,-0.0035185066357934017
1243,1,correct,-0.005826558294915983,-0.005826558294915983,0.0
1243,1,m_miss,-0.005691459834468877,-0.005826558294915983,0.00013509846044710595
1243,1,e_miss,-0.005583086296670494,-0.005826558294915983,0.0002434719982454892
1243,1,both_miss,-0.005737673393735659,-0.005826558294915983,8.888490118032395e-05
1243,2,correct,-0.00559320578366679,-0.00559320578366679,0.0
1243,2,m_miss,-0.005441387151333526,-0.00559320578366679,0.00015181863233326362
1243,2,e_miss,-0.005687853069260644,-0.00559320578366679,-9.464728559385391e-05
1243,2,both_miss,-0.0032247827227251955,-0.00559320578366679,0.0023684230609415944
1243,3,correct,-0.004522626228445564,-0.004522626228445564,0.0
1243,3,m_miss,-0.0047140784350979134,-0.004522626228445564,-0.0001914522066523497
1243,3,e_miss,-0.004170470073433039,-0.004522626228445564,0.0003521561550125247
1243,3,both_miss,-0.001781198886892442,-0.004522626228445564,0.002741427341553122
1243,4,correct,-0.0031787157297455287,-0.0031787157297455287,0.0
1243,4,m_miss,-0.0040119041631521205,-0.0031787157297455287,-0.0008331884334065918
1243,4,e_miss,-0.003346881627327077,-0.0031787157297455287,-0.00016816589758154822
1243,4,both_miss,-0.006549834884785218,-0.0031787157297455287,-0.0033711191550396895
1244,0,correct,-0.005662736521960713,-0.005662736521960713,0.0
1244,0,m_miss,-0.005271414546972628,-0.005662736521960713,0.0003913219749880851
1244,0,e_miss,-0.005309473046034184,-0.005662736521960713,0.00035326347592652945
1244,0,both_miss,-0.00736126596673559,-0.005662736521960713,-0.0016985294447748765
1244,1,correct,-0.005929629929487155,-0.005929629929487155,0.0
1244,1,m_miss,-0.0061901122956946756,-0.005929629929487155,-0.0002604823662075203
1244,1,e_miss,-0.005996390790704218,-0.005929629929487155,-6.676086121706285e-05
1244,1,both_miss,-0.006277271640623133,-0.005929629929487155,-0.00034764171113597746
1244,2,correct,-0.005266595841131584,-0.005266595841131584,0.0
1244,2,m_miss,-0.0051938953816209445,-0.005266595841131584,7.27004595106398e-05
1244,2,e_miss,-0.005305292975712112,-0.005266595841131584,-3.869713458052801e-05
1244,2,both_miss,-0.003819889614009972,-0.005266595841131584,0.0014467062271216122
1244,3,correct,-0.006654329309173476,-0.006654329309173476,0.0
1244,3,m_miss,-0.006306888646936722,-0.006654329309173476,0.0003474406622367542
1244,3,e_miss,-0.006795473081850038,-0.006654329309173476,-0.00014114377267656145
1244,3,both_miss,-0.0045902124963805085,-0.006654329309173476,0.002064116812792968
1244,4,correct,-0.0047037560739587835,-0.0047037560739587835,0.0
